   4096,     987,    788
   8192,    1079,    819
  16384,    1121,    863
  32768,    1108,    937
  65536,    1584,   1372
 131072,    1783,   1667
 262144,    2312,   2145
 524288,    3341,   3304
1048576,    5249,   5978
2097152,    9339,  10646
4194304,   18724,  10583
